,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
574790,3029,934,4,970369392,M,18,4,92037,Father of the Bride (1950),Comedy,False
61452,5792,1537,5,958082408,M,25,17,43201,Shall We Dance? (Shall We Dansu?) (1996),Comedy,False
134148,1854,1198,4,1028506979,M,25,0,92346,Raiders of the Lost Ark (1981),Action|Adventure,False
733444,4489,1267,5,1026925360,M,18,4,78613,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
653583,1624,2993,5,974852831,M,25,0,06810,Thunderball (1965),Action,False
493654,1219,2407,4,974839582,M,25,7,12206,Cocoon (1985),Comedy|Sci-Fi,False
498199,2459,1042,3,974174812,M,50,7,44313,That Thing You Do! (1996),Comedy,False
182868,3520,3421,4,966947479,M,25,0,40515,Animal House (1978),Comedy,False
954824,5197,3766,3,961691385,F,56,3,75001,Missing in Action (1984),Action|War,False
600043,5306,832,4,961012956,F,25,17,92121,Ransom (1996),Drama|Thriller,False
346113,4078,1959,2,965604182,M,25,15,28226,Out of Africa (1985),Drama|Romance,False
381176,163,3481,3,977217699,M,18,4,85013,High Fidelity (2000),Comedy,False
839199,1962,2331,1,975363130,F,18,1,60914,Living Out Loud (1998),Comedy|Romance,False
783848,1635,450,3,977130370,M,25,0,97212,With Honors (1994),Comedy|Drama,False
424545,1916,1252,5,974691073,M,45,7,90405,Chinatown (1974),Film-Noir|Mystery|Thriller,False
528576,1096,2012,3,974932628,M,1,10,80439,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
710800,1722,3017,3,974707112,M,35,0,72058,Creepshow 2 (1987),Horror,False
178241,1203,356,3,974843745,F,25,1,06417,Forrest Gump (1994),Comedy|Romance|War,False
820972,4831,1299,4,974400082,F,25,1,04210,"Killing Fields, The (1984)",Drama|War,False
619591,4294,2555,3,1006407589,M,1,10,75633,Baby Geniuses (1999),Comedy,False
249997,2540,800,4,974046120,F,45,6,42420,Lone Star (1996),Drama|Mystery,False
794834,1150,922,4,975195763,F,25,20,75226,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,False
816610,4447,2565,3,965177535,M,45,5,32953,"King and I, The (1956)",Musical,False
350934,5077,1573,4,962418913,M,25,2,20037,Face/Off (1997),Action|Sci-Fi|Thriller,False
502615,4227,3591,4,965321929,M,25,19,11414-2520,Mr. Mom (1983),Comedy|Drama,False
228250,3259,2333,4,968275780,F,18,4,95616,Gods and Monsters (1998),Drama,False
306830,1125,412,3,974923088,F,18,4,53715,"Age of Innocence, The (1993)",Drama,False
508875,1820,2000,4,974700501,M,25,20,50265,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
294850,3871,1513,3,965844794,M,18,4,64468,Romy and Michele's High School Reunion (1997),Comedy,False
428477,2866,3363,4,972485178,M,25,7,53717,American Graffiti (1973),Comedy|Drama,False
473004,5931,2174,3,957227042,F,18,7,94111,Beetlejuice (1988),Comedy|Fantasy,False
608279,3685,2273,4,967122692,M,25,5,55100,Rush Hour (1998),Action|Thriller,False
184472,5428,1641,5,960083057,F,25,6,28412,"Full Monty, The (1997)",Comedy,False
442199,5872,1918,4,958263831,M,25,17,61265,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
293769,1941,551,1,974853522,M,35,17,94550,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,False
253283,2304,3081,3,974495374,M,45,12,94103,Sleepy Hollow (1999),Horror|Romance,False
31385,834,1721,5,975363313,F,35,12,78640,Titanic (1997),Drama|Romance,False
957522,669,781,4,975631170,M,25,17,30307,Stealing Beauty (1996),Drama,False
47950,2472,260,5,974234630,M,25,18,37922,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
530225,2013,1215,4,974676036,M,45,0,60543,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
393254,1650,223,4,974716066,M,25,19,94607,Clerks (1994),Comedy,False
211684,3945,1136,2,965691979,F,45,1,96778,Monty Python and the Holy Grail (1974),Comedy,False
365887,4611,1411,2,964152495,F,18,4,78705,Hamlet (1996),Drama,False
674649,1611,2421,4,980749355,M,25,0,03867,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,False
298660,1223,913,5,974837640,M,25,2,60102,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
372339,5561,73,2,959374318,F,25,3,74075,"Misérables, Les (1995)",Drama|Musical,False
969082,4728,271,3,1032134734,M,25,19,31401,Losing Isaiah (1995),Drama,False
909034,3001,3350,4,970616808,M,18,4,94704,"Raisin in the Sun, A (1961)",Drama,False
973346,3808,2513,4,965974199,M,25,7,60010,Pet Sematary (1989),Horror,False
117577,2113,480,5,974648963,M,25,6,04456,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
255122,4309,377,5,965723129,M,25,0,36301,Speed (1994),Action|Romance|Thriller,False
258076,1837,1912,5,974842200,M,25,2,08817,Out of Sight (1998),Action|Crime|Romance,False
452270,2100,2080,5,974670628,F,25,0,24017,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
994267,3539,2128,4,966930570,F,25,4,77006,Safe Men (1998),Comedy,False
341357,5387,1441,3,961190263,F,25,1,45056,Benny & Joon (1993),Comedy|Romance,False
908429,146,978,4,1042049624,F,35,20,10954,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,False
625915,1851,2975,2,974695758,M,25,19,59602,"Best Man, The (1999)",Drama,False
861345,840,1952,4,976207556,F,25,3,02828,Midnight Cowboy (1969),Drama,False
338992,551,2966,3,976065938,M,35,20,55116,"Straight Story, The (1999)",Drama,False
435495,1733,2137,4,1014009466,M,18,14,43725,Charlotte's Web (1973),Animation|Children's,False
477108,1284,1377,2,978826672,M,45,16,33334,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
911993,99,3882,2,982873358,F,1,10,19390,Bring It On (2000),Comedy,False
698934,3589,3082,4,1019403896,F,45,0,80010,"World Is Not Enough, The (1999)",Action|Thriller,False
588613,2994,3033,3,970707637,M,35,5,95008,Spaceballs (1987),Comedy|Sci-Fi,False
198854,3314,1261,4,967944667,M,25,7,06516,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
293093,1125,2029,4,974923750,F,18,4,53715,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,False
989625,4577,3339,3,964404396,M,35,7,48306,Cross of Iron (1977),War,False
966340,3887,308,3,965805134,M,18,4,80513,Three Colors: White (1994),Drama,False
513120,1264,2003,3,974823183,M,25,1,53711,Gremlins (1984),Comedy|Horror,False
129328,1984,1196,5,974684634,M,18,10,92130,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
782305,4007,445,2,965673910,M,35,12,88005,Fatal Instinct (1993),Comedy,False
11904,3159,919,4,968881901,F,25,15,15213,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
321680,777,357,2,975520148,M,18,19,87543,Four Weddings and a Funeral (1994),Comedy|Romance,False
927164,999,1004,3,975046875,M,25,15,62558,"Glimmer Man, The (1996)",Action|Thriller,False
723276,3934,2416,3,965706438,M,25,0,44512,Back to School (1986),Comedy,False
914543,5074,3015,1,980997374,M,1,0,20132,Coma (1978),Thriller,False
246415,1303,1909,3,974837519,M,25,19,94111,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
713446,1294,2150,4,974874678,F,50,20,11217,"Gods Must Be Crazy, The (1980)",Comedy,False
203792,5812,3552,5,957939182,F,25,7,92120,Caddyshack (1980),Comedy,False
459345,1168,329,3,974860867,F,25,0,94109,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
553113,3641,2111,4,966487653,M,25,0,92008,"Man with Two Brains, The (1983)",Comedy,False
930566,2030,709,3,974746406,M,25,4,77345,Oliver & Company (1988),Animation|Children's,False
471160,3363,1371,3,1025050832,F,35,9,04046,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
799838,3622,928,5,966570747,M,18,1,02446,Rebecca (1940),Romance|Thriller,False
380075,3336,555,4,967853356,M,35,17,93436,True Romance (1993),Action|Crime|Romance,False
415579,4238,778,4,965345928,M,35,16,44691,Trainspotting (1996),Drama,False
801799,4656,3366,5,963895252,M,25,17,94041,Where Eagles Dare (1969),Action|Adventure|War,False
124626,5908,1372,4,957373952,M,25,4,19711,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
539934,5321,1220,3,960863652,M,25,4,02457,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
117965,3007,480,5,970540340,M,35,0,33174,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
56184,3401,3114,4,967436400,M,35,7,76109,Toy Story 2 (1999),Animation|Children's|Comedy,False
293175,691,194,5,975572706,M,35,11,96813,Smoke (1995),Drama,False
122592,2504,1370,4,974083032,M,25,7,98115,Die Hard 2 (1990),Action|Thriller,False
917870,4167,3529,3,965336773,M,25,20,22032,"Postman Always Rings Twice, The (1981)",Crime|Thriller,False
312188,1284,1095,3,974840963,M,45,16,33334,Glengarry Glen Ross (1992),Drama,False
423512,2071,2054,2,1039133243,M,45,7,01605,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
943979,5142,3580,3,962041380,M,25,1,92101,Up at the Villa (2000),Drama,False
43318,4954,1,4,962638088,M,45,0,92679,Toy Story (1995),Animation|Children's|Comedy,False
120156,834,1265,2,975362922,F,35,12,78640,Groundhog Day (1993),Comedy|Romance,False
382744,1831,2686,4,974702337,M,18,4,53190,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
522673,4446,2371,4,965092182,M,18,18,60435,Fletch (1985),Comedy,False
221636,3032,3527,5,970342631,M,25,0,47303,Predator (1987),Action|Sci-Fi|Thriller,False
931595,2967,1131,4,971150984,M,25,0,94110,Jean de Florette (1986),Drama,False
903064,2188,2114,3,974646609,F,18,19,60641,"Outsiders, The (1983)",Drama,False
761606,1356,2709,1,974772240,F,18,4,91706,Muppets From Space (1999),Children's|Comedy,False
361769,1733,58,5,1031464294,M,18,14,43725,"Postino, Il (The Postman) (1994)",Drama|Romance,False
632856,1019,2311,1,975523163,M,35,1,60640,2010 (1984),Mystery|Sci-Fi,False
980009,4447,547,2,965167982,M,45,5,32953,Surviving the Game (1994),Action|Adventure|Thriller,False
298049,801,3260,4,975402078,F,25,20,95776,Howards End (1992),Drama,False
502265,438,3591,4,976675493,M,18,11,53705,Mr. Mom (1983),Comedy|Drama,False
222089,5091,3527,4,963676615,M,25,17,19810,Predator (1987),Action|Sci-Fi|Thriller,False
174373,3082,318,5,969813412,F,35,6,45459,"Shawshank Redemption, The (1994)",Drama,False
707136,3558,585,3,966804293,M,18,17,66044,"Brady Bunch Movie, The (1995)",Comedy,False
583783,4814,3745,4,962929123,M,18,14,80526,Titan A.E. (2000),Adventure|Animation|Sci-Fi,False
965848,699,3272,3,975561771,M,18,0,73505,Bad Lieutenant (1992),Crime|Drama,False
640149,1392,3662,1,974765470,M,45,3,90006,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,False
147009,319,1953,4,976423780,F,50,6,33436,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
431860,1356,2496,3,974771591,F,18,4,91706,Blast from the Past (1999),Comedy|Romance,False
994130,4663,3428,3,963869632,M,25,4,92037,"Champ, The (1979)",Drama,False
739472,1016,11,4,975009972,M,56,16,60044,"American President, The (1995)",Comedy|Drama|Romance,False
537339,4802,3189,4,998536519,M,56,1,40601,My Dog Skip (1999),Comedy,False
825010,2593,2926,5,973822922,M,56,16,95816,Hairspray (1988),Comedy|Drama,False
308607,3690,1885,4,966308462,M,18,0,63116,"Opposite of Sex, The (1998)",Comedy|Drama,False
433558,3391,153,3,967659536,M,18,4,48135,Batman Forever (1995),Action|Adventure|Comedy|Crime,False
50370,3946,1028,4,967231757,F,25,12,22207,Mary Poppins (1964),Children's|Comedy|Musical,False
235587,1010,3793,3,976067007,M,25,0,10310,X-Men (2000),Action|Sci-Fi,False
599300,3934,3535,2,965703221,M,25,0,44512,American Psycho (2000),Comedy|Horror|Thriller,False
518961,2013,2009,5,974676808,M,45,0,60543,Soylent Green (1973),Sci-Fi|Thriller,False
5787,5642,2355,5,958924829,M,1,10,73013,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
291558,4186,2890,3,965328969,M,25,7,33308,Three Kings (1999),Drama|War,False
84085,2995,1610,4,970691948,M,25,15,97333,"Hunt for Red October, The (1990)",Action|Thriller,False
214980,3624,1214,4,966562507,M,25,12,60068,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
540973,5744,1080,4,960857360,F,25,4,66044,Monty Python's Life of Brian (1979),Comedy,False
790528,1757,550,4,974707698,M,25,4,75206,Threesome (1994),Comedy|Romance,False
908145,958,3089,4,975129590,M,35,2,48116,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,False
939115,1974,3515,4,974684912,M,35,17,12159,Me Myself I (2000),Comedy,False
893193,4050,3342,3,966105364,M,35,6,60061,Birdy (1984),Drama|War,False
663202,4387,3397,3,1010701343,F,18,4,63109,"Great Muppet Caper, The (1981)",Children's|Comedy,False
318466,5112,32,2,962327874,M,35,13,89128,Twelve Monkeys (1995),Drama|Sci-Fi,False
862337,2576,1984,3,973898049,M,18,17,97030,Halloween III: Season of the Witch (1983),Horror,False
277401,736,3176,5,975479423,M,18,12,07070,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
160564,2010,457,4,974676120,M,18,4,81520,"Fugitive, The (1993)",Action|Thriller,False
525119,2668,3175,3,973443832,F,25,4,94110,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
925335,2507,40,5,974082443,M,25,4,94107,"Cry, the Beloved Country (1995)",Drama,False
786379,1941,605,3,974954939,M,35,17,94550,One Fine Day (1996),Drama|Romance,False
145264,2942,2396,5,971329094,F,50,1,93103,Shakespeare in Love (1998),Comedy|Romance,False
890816,6000,1627,3,956885425,M,45,17,30075,U Turn (1997),Action|Crime|Mystery,False
294748,3032,1513,4,970348593,M,25,0,47303,Romy and Michele's High School Reunion (1997),Comedy,False
372149,321,73,4,976416182,M,18,4,55128,"Misérables, Les (1995)",Drama|Musical,False
479875,284,1015,2,976573700,M,25,12,91910,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,False
327468,302,364,3,976505522,M,18,4,04901,"Lion King, The (1994)",Animation|Children's|Musical,False
185303,3167,1394,5,968814692,M,25,2,77056,Raising Arizona (1987),Comedy,False
853961,271,258,2,999140263,M,18,4,48202,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,False
49426,5453,260,5,959928164,M,18,4,30305,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
317985,3227,32,3,968798847,F,25,14,60657,Twelve Monkeys (1995),Drama|Sci-Fi,False
372652,3842,3246,3,984996711,F,35,16,92054,Malcolm X (1992),Drama,False
656641,928,232,5,975195319,F,56,16,98199,Eat Drink Man Woman (1994),Comedy|Drama,False
323151,2489,36,4,974140813,F,35,9,37843,Dead Man Walking (1995),Drama,False
87653,5683,368,5,958608323,F,18,9,94538,Maverick (1994),Action|Comedy|Western,False
26264,1094,527,5,974928343,F,18,0,92626,Schindler's List (1993),Drama|War,False
58045,2989,608,5,970774534,M,35,12,97330,Fargo (1996),Crime|Drama|Thriller,False
850656,1733,1977,3,1021181550,M,18,14,43725,Friday the 13th: The Final Chapter (1984),Horror,False
599830,3129,832,5,969279921,M,25,7,21117,Ransom (1996),Drama|Thriller,False
165936,4387,3418,3,965178293,F,18,4,63109,Thelma & Louise (1991),Action|Drama,False
33120,3313,745,4,967954958,M,35,20,90292,"Close Shave, A (1995)",Animation|Comedy|Thriller,False
930087,1119,558,2,974912178,M,35,1,90504,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,False
760922,849,1663,3,975350135,M,25,3,75006,Stripes (1981),Comedy,False
357379,2102,508,2,974655664,M,25,11,48825,Philadelphia (1993),Drama,False
101999,5862,3471,4,957670444,F,25,9,76120,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
250188,4457,800,5,965240747,M,35,14,95492,Lone Star (1996),Drama|Mystery,False
805562,3688,3943,5,987308966,M,18,6,21202,Bamboozled (2000),Comedy,False
84939,5963,1610,4,957018423,M,25,15,02140,"Hunt for Red October, The (1990)",Action|Thriller,False
682953,5555,485,2,959634818,M,1,10,37830,Last Action Hero (1993),Action|Comedy,False
735632,1954,3952,4,1001360907,M,25,16,91402,"Contender, The (2000)",Drama|Thriller,False
183900,2665,1641,4,973455577,M,35,11,98443,"Full Monty, The (1997)",Comedy,False
439817,1181,592,3,974857328,M,35,7,20716,Batman (1989),Action|Adventure|Crime|Drama,False
258673,5974,1912,5,956946853,F,25,1,32303,Out of Sight (1998),Action|Crime|Romance,False
610708,4855,2433,3,962845431,M,25,12,90034,"Civil Action, A (1998)",Drama,False
953643,588,2749,4,979336515,F,25,11,23220,"Morning After, The (1986)",Drama|Mystery,False
810754,2544,3088,3,974050207,M,45,1,52001,Harvey (1950),Comedy,False
526881,5000,2378,5,962597339,M,25,4,46254,Police Academy (1984),Comedy,False
767372,3679,3441,4,966360760,M,25,4,68108,Red Dawn (1984),Action|War,False
768501,3746,2146,4,1015277027,M,25,5,54703,St. Elmo's Fire (1985),Drama|Romance,False
156591,4310,1090,4,966026289,M,25,4,57006,Platoon (1986),Drama|War,False
352605,1860,1221,4,978326519,M,56,16,94591,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
790792,1297,3263,2,974792323,M,25,7,92109,White Men Can't Jump (1992),Comedy,False
955794,5750,1889,5,959177670,M,18,1,04101,Insomnia (1997),Thriller,False
239783,687,2700,5,975600327,F,25,7,14136,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
480119,770,1016,2,976182343,M,18,4,98499,"Shaggy Dog, The (1959)",Children's|Comedy,False
679312,4367,616,4,965183329,M,35,0,52057,"Aristocats, The (1970)",Animation|Children's,False
824938,1597,2926,3,1041528939,M,25,12,10002,Hairspray (1988),Comedy|Drama,False
92006,412,1293,5,976559947,M,35,15,55117,Gandhi (1982),Drama,False
990029,4408,3344,2,965163249,F,45,2,19033,Blood Feast (1963),Horror,False
947860,4344,2451,3,965243098,M,25,1,44240,"Gate, The (1987)",Horror,False
729929,2929,1248,4,971642393,M,18,2,60614,Touch of Evil (1958),Crime|Film-Noir|Thriller,False
849769,5107,3697,1,962334115,F,45,0,08081,Predator 2 (1990),Action|Sci-Fi|Thriller,False
698088,741,879,5,975474353,M,25,5,44095,"Relic, The (1997)",Horror,False
491742,5684,1025,2,958609323,M,18,16,94110,"Sword in the Stone, The (1963)",Animation|Children's,False
385346,5512,25,3,959713494,F,25,17,01701,Leaving Las Vegas (1995),Drama|Romance,False
998347,2334,3333,3,974430975,F,56,7,01562,"Killing of Sister George, The (1968)",Drama,False
267108,3237,3163,5,968357788,M,35,7,05401,Topsy-Turvy (1999),Drama,False
603135,1737,1892,4,976062772,M,35,20,46614,"Perfect Murder, A (1998)",Mystery|Thriller,False
973938,731,2372,3,975530631,M,45,3,55410,Fletch Lives (1989),Comedy,False
560892,2818,246,4,972671184,M,25,12,55106,Hoop Dreams (1994),Documentary,False
330674,1142,597,4,974875210,M,18,1,43623,Pretty Woman (1990),Comedy|Romance,False
871266,5054,205,3,962586145,M,35,2,20818,Unstrung Heroes (1995),Comedy|Drama,False
574678,333,934,4,996356677,M,35,2,55410,Father of the Bride (1950),Comedy,False
900323,3847,2793,4,965883692,M,25,7,12801,"American Werewolf in Paris, An (1997)",Comedy|Horror,False
164591,4521,1527,4,964836038,M,35,12,15202,"Fifth Element, The (1997)",Action|Sci-Fi,False
721081,5744,799,4,959995422,F,25,4,66044,"Frighteners, The (1996)",Comedy|Horror,False
697910,3411,1974,1,967582503,M,18,4,02139,Friday the 13th (1980),Horror,False
357752,6000,508,4,956880419,M,45,17,30075,Philadelphia (1993),Drama,False
955660,2047,2561,3,974663938,M,1,10,06437,True Crime (1999),Crime|Thriller,False
142183,4107,2571,5,965477544,F,25,0,23221,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
796191,1273,947,4,974814444,M,35,2,19123,My Man Godfrey (1936),Comedy,False
11473,1561,919,3,1023676981,F,18,4,11214,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
843551,2105,1172,4,974667932,M,25,1,24060,Cinema Paradiso (1988),Comedy|Drama|Romance,False
104291,5100,589,5,962407404,M,50,6,193122042,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
822522,5942,2183,4,957207655,M,45,1,01867,"Man Who Knew Too Much, The (1956)",Thriller,False
387722,1449,2541,3,980562147,M,35,20,17112,Cruel Intentions (1999),Drama,False
427478,1306,1831,3,975267960,M,25,3,64068,Lost in Space (1998),Action|Sci-Fi|Thriller,False
660904,5614,3526,3,964396757,M,25,0,12833,Parenthood (1989),Comedy|Drama,False
358540,727,3148,3,1007600061,M,35,11,94061,"Cider House Rules, The (1999)",Drama,False
925193,5738,2439,3,958415052,M,25,12,55406,Affliction (1997),Drama,False
388264,714,1673,4,975534251,M,18,4,76013,Boogie Nights (1997),Drama,False
965679,3985,3055,3,965616841,M,45,16,01880,Felicia's Journey (1999),Thriller,False
494444,5893,2407,3,957471774,M,25,7,02139,Cocoon (1985),Comedy|Sci-Fi,False
959077,2092,535,3,978303373,M,56,1,49006,Short Cuts (1993),Drama,False
400839,5614,3160,5,959204028,M,25,0,12833,Magnolia (1999),Drama,False
136906,2376,593,4,974333659,M,25,1,13210,"Silence of the Lambs, The (1991)",Drama|Thriller,False
858105,5620,379,3,976033828,M,35,14,55330,Timecop (1994),Action|Sci-Fi,False
469607,2810,333,4,972771493,F,1,10,64093,Tommy Boy (1995),Comedy,False
536429,3304,2529,5,968006624,F,45,5,92649,Planet of the Apes (1968),Action|Sci-Fi,False
49731,6011,260,5,956783578,M,35,15,80538,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
70908,387,1210,3,976298892,F,35,7,55111,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
731926,2866,3507,4,972647599,M,25,7,53717,"Odd Couple, The (1968)",Comedy,False
980814,4478,3181,4,984171133,M,1,12,02138,Titus (1999),Drama,False
55570,1137,3114,5,975363264,M,18,4,13165,Toy Story 2 (1999),Animation|Children's|Comedy,False
212618,2148,2081,5,974621428,F,18,0,81301,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
790309,2506,118,2,974078764,F,25,14,98225,If Lucy Fell (1996),Comedy|Romance,False
231691,2402,1466,4,974262697,M,45,17,32024,Donnie Brasco (1997),Crime|Drama,False
984547,4169,2345,3,968798539,M,50,0,66048,Desert Bloom (1986),Drama,False
888867,5317,1290,5,960907418,F,25,0,02138,Some Kind of Wonderful (1987),Drama|Romance,False
729479,3999,2478,3,965576770,M,35,17,30701,Three Amigos! (1986),Comedy|Western,False
557832,5795,2710,4,958062762,M,25,1,92688,"Blair Witch Project, The (1999)",Horror,False
59232,5780,608,3,958153354,M,18,17,92886,Fargo (1996),Crime|Drama|Thriller,False
835181,2878,3871,3,972788911,F,50,20,88005,Shane (1953),Drama|Western,False
839875,4508,2919,3,964984467,M,25,20,15701,Year of Living Dangerously (1982),Drama|Romance,False
219842,2125,1387,5,974943386,M,35,3,46033,Jaws (1975),Action|Horror,False
392326,3518,367,3,969288111,F,18,7,11215,"Mask, The (1994)",Comedy|Crime|Fantasy,False
46364,3688,2692,4,976243518,M,18,6,21202,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
233811,5468,2770,4,959900816,M,25,12,94618,Bowfinger (1999),Comedy,False
187176,5483,104,4,959888390,F,25,6,15202,Happy Gilmore (1996),Comedy,False
34762,3320,1566,4,968522039,M,25,1,56082,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
363509,1706,1916,4,974709448,M,25,20,19134,Buffalo 66 (1998),Action|Comedy|Drama,False
402472,3847,1060,2,965882433,M,25,7,12801,Swingers (1996),Comedy|Drama,False
911015,4476,3742,5,965058716,M,45,1,50588,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War,False
69592,3957,2916,5,965674895,M,35,11,40242,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
66933,3692,2628,4,966396134,M,35,17,89147,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
2951,268,3408,5,976640562,F,18,12,29708,Erin Brockovich (2000),Drama,False
601971,3607,2763,4,966612731,M,35,17,32506,"Thomas Crown Affair, The (1999)",Action|Thriller,False
617304,3054,2391,3,970615518,M,18,4,44056,"Simple Plan, A (1998)",Crime|Thriller,False
455497,5937,750,4,957214012,M,25,12,60622,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
783293,4726,378,3,963989491,F,35,16,95828,Speechless (1994),Comedy|Romance,False
726082,4115,2374,4,965368942,M,25,15,99353,Gung Ho (1986),Comedy|Drama,False
845142,2777,2155,2,973052677,M,18,4,95326,"Slums of Beverly Hills, The (1998)",Comedy,False
794587,3336,905,4,967837622,M,35,17,93436,It Happened One Night (1934),Comedy,False
954948,3410,3125,4,978547406,M,35,1,20653,"End of the Affair, The (1999)",Drama,False
739838,3096,11,5,989437317,F,45,3,38028,"American President, The (1995)",Comedy|Drama|Romance,False
542646,1502,3264,3,975142718,M,18,4,12188,Buffy the Vampire Slayer (1992),Comedy|Horror,False
14167,2398,2398,5,974277659,M,25,0,98122,Miracle on 34th Street (1947),Drama,False
999904,1865,3353,4,976586255,F,18,1,94606,"Closer You Get, The (2000)",Comedy|Romance,False
783941,4124,450,4,965444292,M,25,18,62330-1408,With Honors (1994),Comedy|Drama,False
401852,4089,3452,4,966114038,M,25,7,79416,Romeo Must Die (2000),Action|Romance,False
456032,5256,2087,3,961307223,M,25,16,30269,Peter Pan (1953),Animation|Children's|Fantasy|Musical,False
83292,5892,1253,5,957465916,M,45,2,10920,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
150863,3841,1955,3,965998725,M,45,18,26101,Kramer Vs. Kramer (1979),Drama,False
440261,3197,592,4,968637156,F,18,14,94110,Batman (1989),Action|Adventure|Crime|Drama,False
693732,5517,2653,2,959701413,M,56,0,80210,Son of Dracula (1943),Horror,False
928792,3032,2354,4,970345857,M,25,0,47303,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,False
166845,518,3451,5,980963681,F,35,12,75240,Guess Who's Coming to Dinner (1967),Comedy|Drama,False
502797,5758,3591,3,958308670,F,50,1,29642,Mr. Mom (1983),Comedy|Drama,False
448551,146,2657,5,977347957,F,35,20,10954,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
366291,2887,524,4,972190862,M,25,3,66205,Rudy (1993),Drama,False
703167,4329,1717,4,965243855,F,25,14,78232,Scream 2 (1997),Horror|Thriller,False
806503,5831,1041,4,957887739,M,25,1,92120,Secrets & Lies (1996),Drama,False
463027,5654,3039,4,1045161774,M,25,4,95616,Trading Places (1983),Comedy,False
871837,4064,1970,1,965478974,M,45,0,20851,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,False
542240,1671,2530,2,974711802,M,35,0,98368,Beneath the Planet of the Apes (1970),Action|Sci-Fi,False
958282,3546,306,4,966856685,M,25,20,41706,Three Colors: Red (1994),Drama,False
287669,5312,908,5,960922832,M,25,1,10463,North by Northwest (1959),Drama|Thriller,False
50128,2583,1028,4,974075785,M,35,7,19610,Mary Poppins (1964),Children's|Comedy|Musical,False
